clave,nombre
03CMF-115,Minera Fresnillo
03CML-115,Chamela
03CMN-115,Coalcoman
03CMP-115,Compostela
03CMS-115,Crisoba industrial
03CMX-230,Cementos Mexicanos
03CMX-69,Cementos Mexicanos
03CMZ-115,Cementos Moctezuma
03CNL-115,Mina el Coronel
03CNO-115,Colima Norte
03CNS-69,Productos Farmaceuticos Collins
03COC-69,Corporacion de Occidente
03COI-115,Colinas
03COK-115,Coca Cola
03CON-115,Colima Norte
03COO-115,Coroneo
03CPE-115,Campestre
03CPI-115,Chapalilla
03CPO-115,Cupro
03CPT-161,Cupatitzio
03CRD-115,Carapan Distribucion
03CRN-115,Corona
03CRP-115,Carapan Potencia
03CRZ-115,Churintzio
03CSF-115,Cummins Grupo Industrial
03CST-69,Castillo
03CTA-69,Catarina
03CTI-115,Conticon
03CTJ-115,Cotija
03CTZ-115,Cuitzeo
03CUB-115,Cumbres
03CUE-115,Cueramaro
03CUV-115,La Cueva
03CVO-115,Calvillo
03CYA-115,Celaya Dos
03CYI-115,Celaya Industrial
03CYS-115,Celaya Sur
03CZA-230,Cruz Azul
03CZO-115,Cuitzeo
03CZR-115,Cortazar
03CZS-115,Cuitzillos
03DAM-115,Danisco
03DEA-230,DeAcero
03DEN-115,Denso
03DEO-115,De Acero
03DHD-115,Dolores Hidalgo
03DIC-115,Dicumsa
03DLC-115,Delco Remy
03DLT-115,Dal Tile
03DNN-115,Danone de Mexico
03DSC-69,Descansadero
03DST-115,Destiladeras
03DTX-115,Distex
03DXM-115,Draexlmaier Components Automotive
03EAT-115,Eaton Truck Componentes
03ECO-115,Estadio Corregidora
03EDA-115,Estancia Animas
03EDO-69,Edosa
03EFF-115,Effem
03EGJ-115,El Granjeno
03ELA-115,La Estrella
03ELE-115,Industria Quimica de Mexico
03ELR-115,El Realito
03ELT-69,Tala Electric
03EME-115,Empalme Escobedo
03EMM-115,Emman
03EMP-69,Empaques Modernos
03ENC-115,Encarnacion de Diaz
03ENV-69,Envases Innovativos
03ESJ-69,El Salto Jalisco
03ESO-115,El Sol
03ETA-115,Estancita
03EVI-400,Vientos del Altiplano
03EVS-69,Envases Universales
03EXP-69,La Experiencia
03EYT-115,Envases y Tapas
03EZM-115,Ezequiel Montes
03FAJ-115,Las Fajas
03FDP-115,Fondeport
03FER-69,Fertimex
03FLA-115,Flamingos
03FLU-115,Fluvial
03FNO-115,Fresnillo Sur
03FRA-115,La Fragua
03FRE-69,Fresno
03FRI-115,Fresnillo Industrial
03FRJ-115,Forjas
03FRN-115,Fresnillo Norte
03FSM-115,Fipe San Miguel
03FVS-115,Fevisa Industrial
03GAS-115,Grupo Acerero
03GAT-69,Gatorade
03GDL-115,Guadalcazar
03GDO-69,Guadalajara Oriente
03GDU-230,Guadalajara Uno
03GDU-69,Guadalajara Uno
03GJA-115,Gran Jardin
03GKN-115,MGK Autopartes
03GMC-115,General Motors Company
03GOP-115,Gomez Portugal
03GOS-69,Gosa
03GPE-115,Guadalupe
03GRH-115,Graham Packaging Plastic Products
03GRI-115,La Griega
03GRP1115,Guarapo
03GRP2115,G.Tigre
03GRU-115,El Grullo
03GSO-115,Gusacaro
03GSU-115,Guanajuato Sur
03GTO-115,Guanajuato
03GUD-161,Guadalajara Dos
03GUD-69,Guadalajara Dos
03GUI-230,Guadalajara Industrial
03GUN-230,Guadalajara Norte
03GUN-69,Guadalajara Norte
03GVA-115,Guevara
03GYS-115,Guayabitos
03HCH-115,Huichapan
03HDA-115,Hacienda
03HDZ-115,Los Hernandez
03HEM-115,Henkel Capital
03HER-115,Herdez
03HIG-69,Huguerillas
03HIT-115,Hitchiner Manufacturas
03HMA-115,Huntsman
03HND-115,Honda
03HNM-115,Huanimaro
03HNV-115,Hacienda Nueva
03HOL-115,New Holland
03HON-69,Honda
03HTA-115,Hidroelectrica Tacotan
03HUC-69,Huacana
03HUM-115,Humedades
03HUN-69,Huentitan
03HYL-69,Hilasal
03IBM-69,IBM
03ICB-115,Industrial Central Bajio
03ICL-115,Industrial Colinas de Leon
03IMM-115,Immsa
03IMP-115,Impamex
03INE-115,Independencia
03ING-69,Inguaran
03INN-115,Inopack
03INP-69,Petroquimica
03INV-115,Indorama Ventures Polymers Mexico
03IPP-115,Irapuato Poniente
03IRA-115,Irapuato Dos
03IRI-115,Irapuato Industrial
03IRP-115,Irapuato
03IRV-115,Irapuato Villas
03ISF-115,Industrial San Francisco
03ITA-115,Italaise
03ITL-115,Ixtlan
03JAP-115,Jalpa
03JAT-115,Jatco Mexico
03JBL-69,Jabil
03JCN-115,Jacona
03JCR-115,Julian Carrillo
03JCT-69,Jocotepec
03JDA-115,Jarretaderas
03JDL-115,San Juan de los Lagos
03JDP-115,Jaral del Progreso
03JEM-115,Jesus del Monte
03JIQ-115,Jiquilpan
03JLT-115,Jalostotitlan
03JMA-115,Jesus Maria
03JOG-115,San Jose de Gracia
03JRU-115,Juan Rulfo
03JRZ-115,Jerez
03JTC-115,Jatco
03JUR-115,Jurica
03JYU-115,Joyuelas
03KAL-115,Manufacturas Kaltex
03KDA-230,Cañada
03KDK-69,Kodak
03KEL-115,Kellogs de Mexico
03KIM-115,Kimberly Clark de Mexico
03KIT-115,Kitagawa de Mexico
03KRP-115,Krupp
03LAE-115,La Esperanza
03LAG-115,Lagunillas
03LAL-115,La Loma
03LAM-115,Lamosa
03LAS-115,Laguna Seca
03LCN-115,Las Colinas
03LDE-230,Las Delicias
03LEC-69,Lechera GDL
03LGG-115,Lagos Galera
03LGL-115,Laguna Larga
03LGS-115,Lagos de Moreno
03LHT-115,La Huerta
03LJY-115,La Joya
03LLM-115,La Loma
03LMB-69,Lombardia
03LMY-115,Luis Moya
03LNA-115,Leon Alfaro
03LNM-115,Leon Centro
03LNN-115,Leon Norte
03LNO-115,Leon Oriente
03LNP-115,Leon Poniente
03LNU-115,Leon uno
03LOG-115,Logistik
03LOR-115,Loreto
03LPI-115,La Piedad
03LPL-115,Lampotal
03LPM-115,Lapem
03LPP-115,La Piedad Poniente
03LPS-69,Las Pintas
03LRE-115,La resolana
03LSA-115,Los Sauces
03LSV-230,Laguna San Vicente
03LTI-115,Latincasa
03LTL-115,Las Torres
03LVG-69,La Vega
03LVR-115,La Virgen
03LVT-69,La Venta
03LYE-400,La Yesca
03MAB1115,Mabe
03MAB2115,Mabe-Sanyo
03MAH-115,Mahle Comp Motor Mex
03MAL-115,San Miguel Allende
03MAV-115,Maravatio
03MAZ-115,Mazda
03MBE-115,Mabe Mexico
03MBL-115,Mabe Leiser
03MBM-230,Maniobras BMW
03MCH-115,Mars Chocolates
03MCH-69,Mexichem
03MDM-115,Moto Diesel Mexicana
03MEL-115,Morelos
03MGM-230,Maniobras GM
03MGT-115,Mbras. Getrag
03MGU-115,Miguel Auza
03MHI-115,Mission Hill
03MHR-115,Matehuala Sur
03MHS-115,Matehuala Subestacion
03MIB-115,Maniobras Iberdrola
03MIC-115,Michelin
03MIG-115,San Miguel
03MIL-69,Miravalle
03MIN-69,Minsa
03MKI-115,Maniobras Kasai
03MLE-115,Muelle
03MLO-115,Moroleon
03MLP-115,Mina la Paz
03MLQ-115,Melaque
03MLS-115,Malla San 2
03MMH-115,Michelín Maniobras
03MNC-115,Monarca
03MNR-230,Minera Mexico
03MNS-115,La Mansion
03MNT-115,La Minita
03MNZ-230,Manzanillo
03MNZ-400,Manzanillo
03MOD-69,Cervecera Modelo GDL
03MOI-115,Morelia Industrial
03MOJ-69,Mojonera
03MOR-115,Morelia Norte
03MPO-115,Malpaso Subestacion
03MPQ-115,Microparque
03MQO-115,El Marquez Oriente
03MRA1115,La Mora
03MRA2115,Mina Real de Angeles
03MRB-115,Marabis
03MRD-115,Morelia Dos
03MRE-115,Morelos
03MRM-115,Miramar
03MRQ-115,El Marquez
03MRR-115,Mirador
03MRS-115,Las Margaritas
03MSJ-115,Minera San Xavier
03MST-115,Minera Saucito
03MTC-115,Minatitlan Colima
03MTE-115,Moralete
03MTL-115,Metalsa
03MTO-115,Minera las Torres
03MXJ-69,Mexico
03MXT-115,Mexticacan
03MYO-115,Cinco de Mayo
03MZI-115,Mezquitan
03MZM-115,Moctezuma
03NGA-115,Nogales
03NGT-115,Nogalito
03NHE-230,Niños Heroes
03NKA-69,Niproka
03NSS-115,Nissan
03NST-115,Nestle
03NTA-115,Antea
03NTP-115,Nitropiso
03NVI-69,Nueva Italia
03OBL-69,Oblatos
03OCL-115,Ojo Caliente
03OCN-115,Ocotlan
03OJO-115,Ojo Seco
03OJU-115,Ojuelos
03OMG-115,Omega
03PAB-115,Pabellon
03PAD-115,Pradera
03PAL-115,Peletizadora Alzada
03PAO-115,Palo Alto
03PAP1115,Parque Piel
03PAP2115,FAbricas de Papel Potosi
03PBN-115,Periban
03PCS-115,Patzcuaro sur
03PDG-115,Pedregal
03PDR-115,San Pedro
03PEC-115,Peña Colorada
03PEM-115,Pemsa
03PEN1115,Peñuelas
03PEN2115,Peñas
03PER-115,Performans
03PFN-115,Panfilo Natera
03PGM-115,Procter & Gamble Maniobras
03PGN-69,Puente Grande
03PIR-115,Pirelli
03PIZ-115,Pinzandaro
03PMX-115,Pemex Refineria Subdireccion de Produccion
03PMY-400,Primero de Mayo
03PNC-115,Poncitlan
03PNJ-115,Penjamo
03PNL-69,Penal
03PNO-115,Mina Peñoles
03PNQ-400,Peñasquito
03PNR-69,Pinar
03PNS-115,Peñasco
03PNV-115,Pueblo Nuevo
03POD-115,Paracho Dos
03POL-115,Polivin
03POL-69,Polesa
03PON-115,Cartones Ponderosa
03POR-115,Porcelanite Lamosa
03POT-115,Proteino
03PPG-115,Pinturas Pittsburg
03PQI-69,Parque Industrial
03PRL-115,El Pardillo
03PRO-115,Pronal
03PRP-115,Purepero
03PRT-115,Protel & Gamble
03PTD-69,Puente Grande Dos
03PTE-69,Parque de Tecnologia Electrica
03PTI-115,Puerto Interior
03PTL-115,Pitillal
03PTN-115,Patzcuaro Norte
03PUR-115,Puruandiro
03PUU-69,Puruaran
03QMR-115,Queretaro Maniobras
03QPE-115,Queretaro Poniente
03QRE-115,Queretaro Oriente
03QRI-115,Queretaro Industrial
03QRN-115,Queretaro Norte
03QRO-115,Queretaro
03QRP-115,Queretaro Potencia
03QRS-115,Queretaro Sur
03RAE-69,Renova Atlatec S.A. de C.V.
03RAG-115,Rancho Gande
03RGR-115,Rio Grande
03RIG-115,Rio Grande Dos
03RPI-115,Colinas del Rincon Parque Industrial
03RTA-115,Romita
03RXM-115,Rexam Beverage Can Am
03RYM-115,Reyma
03RYS-115,Los Reyes
03SAC-69,Sach
03SAG-69,San Agustin
03SAJ-69,San Jorge
03SAM-115,Samsug Elec Dig Ap
03SAN-115,San Antonio
03SAP-115,San Luis de la Paz
03SAT-115,Satelite
03SAU-230,El Sauz
03SCA-115,San Carlos
03SCC-115,Subestacion Cuahutemoc
03SCG-230,Salamanca Cogeneraciòn
03SCH-69,Siapa Chapala
03SCI-69,Sanmina
03SCJ-115,Servicios el Cajon
03SCM-115,San Clemente
03SCM-69,San Clemente
03SCR-69,Sci Ref
03SCU-69,Santa Cruz
03SCZ-115,Santa Cruz
03SDD-115,La Soledad
03SDP-115,San Diego Penuelos
03SEA-115,Servicios Aguamilpa
03SEI-115,Satelite
03SEL-115,Compañia SEL
03SFC-115,Mina Santa Francisca
03SFD-115,Santa Fe Dos
03SFL-115,San Felipe
03SFQ-115,San Francisco del Rincon
03SFR-115,San Francisco de los Romos
03SFS-115,San Idelfonso
03SGB-115,Saint Gobian
03SGS-115,Soledad de Graciano Sanchez
03SHU-115,Schulman de Mexico
03SHY-115,Sahuayo
03SIB-230,Siderurgica del Bajio
03SIE-69,Siemens
03SIL-115,Silao
03SIS-69,Sistemas Juarez
03SJE-115,San Jeronimo
03SJI-115,San Jose Iturbide
03SJM-115,San Juan Maniobras
03SJO-115,San Juan del Rio Oriente
03SJR-115,San Juan del Rio
03SJZ-115,San Juan Zitacuaro
03SLH-115,Salahua
03SLI-115,San Luis Industrial
03SLM-115,Salamanca
03SLM-230,Salamanca
03SLN-115,Salamanca Norte
03SLO-115,San Luis Oriente
03SLP-115,San Luis Potosi
03SLP-230,San Luis Potosi
03SLT-69,Flextronics Technologies
03SLW-115,San Luis Potosi Poniente
03SLY-115,Subestacion La Yesca
03SMF-115,San Luis Metal Forming
03SMR-230,San Martin
03SMS-115,San Miguel Allende Sur
03SNA-115,Salinas
03SND-115,Sendai
03SNE-115,San Luis Noreste
03SNG-115,Subestacion Santiago
03SNI-115,Santiago
03SNM-115,Santa Maria
03SOL-69,El Sol
03SPA-115,San Luis de la Paz Dos
03SPA-230,San Luis de la Paz Dos
03SPB-69,Siapa Toluquilla
03SPL-115,Sapal
03SPO-115,Salamanca Poniente
03SPR-115,San Luis Progreao
03SPT-115,San Luis Potosi Tres
03SRM-115,San Rafael Maniobras
03SRO-69,Santa Rosa
03SRQ-115,San Roque
03SSU-115,Salamanca Sur
03STE-115,El Salitre
03STF-115,Santa Fe
03STG-115,Santiaguito
03STI-115,Subestacion Tingambato
03STO-69,Siapa PB-2
03SUN-115,Santiago Undameo
03SVT-115,Salvatierra
03SYL-115,Sayula
03TAG-115,Tecnologico Aguascalientes
03TAH-115,Tanhuato
03TAP-115,Tapeixtles
03TAR-69,Taretan
03TAY-115,El Taray
03TAZ-115,Tamazula
03TBK-115,Tabacalera
03TCN-115,El Tecuan
03TCS-115,Tecomates
03TCT-115,Tecate
03TCZ-115,Tecozautla
03TDC-115,Tarandacuao
03TEC-115,Tecoman
03TEL-115,Tecuala
03TEN-115,Tres Naciones
03TEO-115,Teocaltiche
03TEQ-115,Tequisquiapan 1
03TER-115,Termofil
03TES-115,Tepic Uno
03TGM-115,Terminal de Gas Manzanillo
03TGO-115,Tepetongo
03TGR-115,Tangancicuaro
03TGS-115,Triguillos
03TID-115,Tepic Industrial
03TIS-115,Tisamatic
03TIT-69,Atenquique
03TJD-115,Tejada
03TLA-69,Tala
03TLO-115,Tlaltenango
03TMG-115,Subestacion Tangamanga
03TMI-115,Tamarindos
03TMY-115,Tecomyca
03TNI-69,Technicolor mexicana
03TOA-115,Tecolapa
03TOO-115,El Toro
03TPA-69,Talpa
03TPD-115,Tepalcatepec Dos
03TPT-115,Tepatitlan
03TPY-115,Tepeyac
03TQA-69,Tequila
03TQT-115,Tanque Tenorio Degremont
03TRB-115,Tarimbaro
03TRJ-115,Trejo
03TSM-115,Tres Marias
03TSN-69,Tesistan
03TTO-115,Tototlan
03TTR-115,Triara Tres
03TUX-115,Tuxpan
03TUZ-230,La Tuzania
03TXP-115,Tuxpan
03TXS-115,Texas Intruments
03TYA-115,Tacubaya
03UAG-69,Univ Autonoma de Guad
03UPT-115,Uruapan Tres
03URG-115,Uriangato
03USM-115,USM de Mexico
03UVM-69,Universidad del Valle de Mexico
03UVX-115,Univex
03VAR-115,Valle Arista
03VAS-115,Valle de Santiago
03VAT1115,Valeo Termico
03VAT2115,Valle de Tecoman
03VAV-115,Valle Verde
03VCS-69,Volcanes
03VDA-115,Villa De Alvarez
03VDL-115,Valle de las Delicias
03VDR-115,Villa de Reyes
03VDR-230,Villa de Reyes
03VEL-115,Verl-Polr
03VGP-115,Valle de Guadalupe
03VHO-115,Villa Hidalgo
03VID-69,Vidriera Guadalajara
03VIG-115,Villagran
03VIH-115,Vistahermosa
03VIJ-115,Villa Jimenez
03VIZ-115,Vizarron
03VJU-115,Villa Juarez
03VLT-115,La Ventanilla
03VNC-115,Venustiano Carranza
03VPS-115,Valparaiso
03VQM-230,Vaquerias Maniobras
03VRA-115,Vidriera
03VRR-115,Vidriera
03VRS-115,Varas
03VRT1115,Vitromex
03VRT2115,Vallarta
03VT2-115,Vitromex
03VTC-115,Veratec
03VTM-115,Vitromex
03VTS-115,Valeo Sistemas Electricos
03VWS-115,VW Silao
03VYN-115,Vynmsa
03XLS-115,Xalisco
03YUR-115,Yurecuaro
03ZAD-115,Zapotlanejo Distribucion
03ZAG-115,Zaragoza
03ZAL-69,Zoltec de Mexico
03ZCP-115,Zacapu Dos
03ZCS-115,Zacatecas Sur
03ZCT-115,Zacatecas
03ZID-115,Zinaparo Dos
03ZIM-115,Zimapan
03ZIN-115,Zinapecuaro
03ZIT-115,Zitacuaro
03ZLT-69,Zalatitan
03ZMA-115,Zamora
03ZMN-115,Zimapan
03ZMN-230,Zimapan
03ZMP-69,Zumpimito
03ZPA-230,Zapopan
03ZQP-69,Zoquipan
03ZRP-115,Zamora Potencia
03ZTD-115,Zitacuaro Dos
03ZTI-115,Zapotiltic
04AAM-115,Alamos
04ACU-115,Acuicola
04AGD-230,Aguaprieta II
04AGI-115,Agua Prieta
04AGS-115,Agricola Sonoyta
04AHO-115,Ahome
04ALT-115,Altar
04ANT-115,Antimonio
04ASE-115,Arroyo Seco
04BCH-115,Bachigualato
04BGT-115,Bagotes
04BMO-115,Bamoa
04BND-115,Banderas
04BNV-230,Buenavista
04BRT-115,Bacurato
04BZI-115,Bizani
04CAJ-115,Cajeme
04CBA-115,Caborca
04CCA-115,Cerro Cañedo
04CCC-115,Culiacan Centro
04CCI-115,Cocori
04CDP-115,Cruz de Piedra
04CLA-115,Centinela
04CLI-115,Libramiento
04CMI-115,Culiacan Millenium
04CMR-115,Comedero
04CNT-115,Centenario
04COC-115,Ciudad Obregon Cuatro
04COD-115,Ciudad Obregon Dos
04COR-115,Corona
04COT-115,Ciudad Obregon Tres
04CRD-115,Cardonal
04CRZ-115,Carrizo
04CSA-115,Costa Rica
04CUC-115,Culiacan Cuatro
04CUD-115,Culiacan Dos
04CUI-115,Culiacan Cinco
04CUN-115,Culiacan Norte
04CUO-115,Culiacan Oriente
04CUS-115,Culiacan Sur
04CUT-115,Culiacan Tres
04CUU-115,Culiacan Uno
04DER-115,Derivacion
04DMA-115,Subestacion del Mar
04DSE-115,El Deseo
04DYN-115,Dynatec
04ECC-230,Empalme Ciclo Combinado
04EDR-115,El Dorado
04EFR-230,El Fresnal
04EFU-115,El Fuerte
04EPA-115,Escuinapa
04EPM-115,Empalme
04ETO-115,Estacion Torres
04FMA-115,Fatima
04FUC-115,Fundicion
04GML-115,Guamuchil
04GSV-115,Guasave
04GYC-230,Guaymas Cerezo
04HAE-230,Hermosillo Aeropuerto
04HBL-115,Habal el
04HCE-115,Hermosillo Cereso
04HDS-115,Hierro de Sonora
04HLC-115,Hermosillo Cuatro
04HLD-115,Hermosillo Dos
04HLE-115,Hermosillo Siete
04HLI-115,Hermosillo Cinco
04HLI-230,Hermosillo Cinco
04HLN-115,Hermosillo Nueve
04HLO-115,Hermosillo Ocho
04HLS-115,Hermosillo Seis
04HLT-115,Hermosillo Tres
04HLU-115,Hermosillo Uno
04HMA-115,La Manga
04HMI-115,Hermosillo Mision
04HPO-115,Huatabampo
04HRS-115,Hornillos
04HTS-230,Huites
04HVF-115,Hernando de Villafañe
04HYA-115,Humaya
04ICA-115,Industrial Caborca
04IMR-115,Imuris
04ISC-115,Industrial San Carlos
04ISM-115,Isla Musala
04JAE-115,Jose angel Espinoza
04JJR-115,Juan Jose Rios
04JSP-115,Jaime Sevilla Poyastro
04LAD-115,Ladrillera
04LCF-230,La Caridad Fundicion
04LCH-115,La Choya
04LDO-115,Luis Donaldo Colosio
04LLB-115,Llano Blanco
04LMA-115,La Misa
04LMC-115,Los Mochis Colinas
04LMD-115,Los Mochis Dos
04LMI-115,Los Mochis Industrial
04LMT-115,Los Mochis Tres
04LMU-115,Los Mochis Uno
04LPN-115,La Pinta
04LVS-115,Leyva Solano
04MAC-115,Mazatlan Centro
04MAE-115,Mazatlan Aeropuerto
04MAP-115,Maniobras Apasco
04MCE-115,Mochis Centro
04MCM-115,Mina Cobre del Mayo
04MFN-115,Maniobras Fresnillo
04MLA-115,Morelos La Atravezada
04MLV-115,Mochis las Villas
04MRI-115,Mocuzari
04MRN-115,Mazatlan Marina
04MTE-115,Mazatlan Tecnologico
04MZD-115,Mazatlan Dos
04MZD-230,Mazatlan Dos
04MZN-115,Mazatlan Norte
04MZO-115,Mazaztlan Oriente
04MZU-115,Mazatlan Uno
04NGN-115,Nogales Norte
04NGS-115,Nogales
04NNG-115,Nuevo Nogales
04NNR-115,Nainari
04NPO-115,Nuevo Progreso
04NRI-230,Nacozari
04NTO-115,Navolato
04NVI-115,Navojoa Industrial
04NVJ-115,Navojoa
04NVL-115,Novillo
04NVN-115,Navojoa Norte
04NVO-115,Navojoa Oriente
04OAS-115,Oasis
04OBS-230,Observatorio
04OBU-115,Obregon Uno
04OCU-115,Ocuca
04ORI-115,Oriente
04OVI-115,Oviachic
04PGD-115,Planta Guaymas Dos
04PGD-230,Planta Guaymas Dos
04PIH-115,Parque Industrial Hermosillo
04PLD-230,Puerto Libertad
04PPA-115,Puerto Penasco
04PRG-115,Progreso
04PRO-115,Providencia
04PUE-115,Pueblitos
04PUP-115,Pueblitos Provisional
04PYE-115,Playa Encanto
04QLA-115,Quila
04RGU-115,Rolando Garcia Urrea
04RIS-115,Rio Sonora
04ROS-115,Rosario
04SAA-115,Salvador Alvarado
04SBC-115,Subestacion 4 Costa Hermosillo
04SBD-115,Subestacion 2 Costa Hermosillo
04SBE-115,Subestacion 7 Costa Hermosillo
04SBI-115,Subestacion 5 Costa Hermosillo
04SBK-115,Bahia Kino
04SBN-115,Subestacion 9 Costa Hermosillo
04SBO-115,Subestacion 8 Costa Hermosillo
04SBS-115,Subestacion 6 Costa Hermosillo
04SBT-115,Subestacion 3 Costa Hermosillo
04SBU-115,Subestacion 1 Costa Hermosillo
04SBZ-115,Subestacion 10 Costa Hermosillo
04SCL-115,Subestacion colinas
04SCN-115,Subestacion Cananea
04SCN-230,Subestacion Cananea
04SCR-115,San Carlos
04SEL-115,Selecta
04SGU-115,Subestacion Guaymas Uno
04SHO-115,Sahuaro
04SLA-115,Sanalona
04SNC-115,San Nicolas
04SNY-115,Sonoyta
04SPE-115,Pericos
04SPP-115,Punto P
04SRF-115,San Rafael
04SSA-115,Seis de Abril
04STA-115,Santa Ana
04STI-115,Santa Ines
04SVU-115,Villa Union
04SVV-115,Siempre Viva
04TBR-115,Tobarito
04TCG-115,Tecnologico
04TPO-115,Topolobampo
04TPO-230,Topolobampo
04TSR-115,Subestacion Tres Rios
04TST-115,Tastiota
04TTB-115,Tetabiate
04URE-115,Ures
04VCM-115,Vicam
04VDY-115,Valle del Yaqui
04VIJ-115,Villa Juarez
04VMY-115,Valle del Mayo
04VND-115,Venadillo
04VNO-115,Viñedos
04VPI-115,Villa del Pitic
04VYD-115,Valle del Yaqui Dos
05ABA-115,Abastos
05ABG-115,Abraham Gonzalez
05ADI-115,Arcadio
05AEP-115,Aeropuerto
05AGE-115,Agnico Eagle
05ALI-115,Automotive Lighting
05ALL-115,Allende Coahuila
05ALT-115,Altec
05ALV-115,Altavista
05AMA-115,Aldama
05AMN-115,Amado Nervo
05AMR-115,Americas
05AMS-115,Alamos
05AON-115,Ascencion
05ARE-115,Arenales
05ARM-115,Armendariz
05AUM-115,Auma
05AVO-115,Alvaro Obregon
05AZT-115,Aztecas
05BAC-115,Bacis
05BAF-115,Bafar
05BAS-115,Basaseachic
05BAT-115,Batopilas
05BBA-115,Santa Barbara
05BER-115,Bermejillo
05BJZ-115,Benito Juarez
05BLV-115,Simon Bolivar
05BOQ-115,Boquilla
05BSM-115,Bismark
05BUF-115,Bufalo
05CAR-115,Cartagena
05CAS-115,Carolinas
05CAT-115,Catedral
05CCD-115,Concordia
05CCU-115,Cementos Chihuahua
05CDM-115,Cerro del Mercado
05CEB-115,Ceballos
05CEJ-115,Cereso Juarez
05CEM-115,Cementos
05CFN-115,California
05CGD-115,Camargo Dos
05CGR-115,Casas Grandes
05CGU-115,Camargo Uno
05CHA-115,Charcos
05CHC-115,Cuauhtemoc
05CHD-115,Cuauhtemoc Dos
05CHL-115,Chipilo
05CID-115,Cienega Dos
05CIE-115,Cienegas
05CIN-115,Complejo Industrial
05CJM-115,Conejos Medanos
05CLA-115,Complejo Lala
05CLG-115,Colegio
05CLI-115,Centro Logistico e Industrial de Durango
05CLN-115,Colina Planta
05CME1115,Cerro del Mercado
05CME2115,Cuadro de Maniobras Electrolux
05CMF-115,Cuadro De Manionbras Foxconn
05CMN-115,Cuadro de Maniobras Naica
05CMS-115,Cementos Samalayuca
05CND-115,Canatlan Dos
05COM-115,Componentes
05CON-115,Concheño
05CPN-115,Chihuahua Poniente
05CRC-115,Carichic
05CRL-115,Creel
05CRN-115,Coronel
05CSG-115,Complejo De Seguridad
05CUA-115,Las Cuatas
05CUE-115,Cuesta
05CUN-115,Chihuahua Norte
05CUP-115,Chihuahua Planta
05CVA-115,Chavena
05CZL-115,Chamizal
05CZU-115,Chavez
05DEL-115,Delicias
05DGD-115,Durango Dos
05DGN-115,Diagonal
05DGU-115,Durango Uno
05DIN-115,Dinamita
05DIV-115,Divisadero
05DLD-115,Delicias Dos
05DLP-115,Delphi
05DPH-115,Delphi
05DUN-115,Dunas
05DUR-115,Duraplay
05EDU-115,Escuadron 201
05ELP-115,El Pilar
05ELV-115,El Vergel
05END-230,Encino Dos
05ENO-230,Encino
05ESC-115,Escalon
05ESL-115,El Salto
05ESZ-115,El Sauz
05EZT-115,Emiliano Zapata
05FLE-115,Flextronics
05FMR-115,Fuentes Mares
05FPD-115,Ford Planta Dos
05FRC-115,Francke
05FRD-115,Ford
05FTS-115,Fuentes
05FVL-115,Francisco Villa
05FVL-230,Francisco Villa
05FXD-115,Foxconn Dos
05FZA-115,Francisco Zarco
05GAV-115,Gavilan
05GCH-115,Guachochi
05GDN-115,Guadiana
05GEM-115,Geminis
05GJO-115,Granjeros
05GML-115,Gammon Lake
05GNA-115,Galeana
05GPL-115,Gomez Palacio
05GPL-230,Gomez Palacio
05GTR-115,General Trias
05GVI-115,Guanacevi
05GVR-115,Guadalupe Victoria
05HCL-230,Hercules
05HDS-115,Haciendas
05HNW-115,Honeywell
05IGS-115,Insurgentes
05INJ-115,Industrial Juarez
05INO-115,Parque Industrial del Norte
05INS-115,Intermex Sur
05INW-115,International Wire
05ISD-115,Industrias Superior II
05ISP-115,Industrias Superior
05ITC-115,Interceramic
05JAB-115,Jabil
05JAR-115,Jardin
05JEZ-115,Jimenez
05JND-115,John Deere
05JOS-115,Janos
05KOO-115,Kilometro 88
05LAF-115,La Flor
05LAG-115,Lagos
05LAL-115,Lala
05LAP-115,La Palma
05LCS-115,Lazaro Cardenas
05LED-230,Lerdo
05LEN-230,Laguna Encinillas
05LEO-115,Leoni Cable
05LEX-115,Lexmark
05LGA-115,La Laguna
05LGD-115,Laguna Dos
05LGM-115,Leon Guzman
05LJT-115,Lajat
05LPA-115,La Parrilla
05LPL-115,La Perla
05LRE-115,Laguna Del Rey
05LRT-115,La Rosita
05LSA-115,La Salada
05LSC-115,Laguna Seca
05LTD-115,Libertad
05LTR-230,La Trinidad
05LXD-115,Lexmark Dos
05LZM-115,Lopez Mateos
05MAC-115,Maniobras Centauro
05MAT-115,Matamoros
05MAU-115,Minera Autlan
05MAY-115,Mayran
05MBA-115,Manitoba
05MCO-115,Maniobras Ciento Ocho
05MCZ-115,Moctezuma
05MDO-115,Madero
05MDT-115,Mina Del Toro
05MED-115,Medanos
05MEN-115,Menonita
05MIR-115,Miravalle
05MMI-115,Maniobras Mieleras
05MOQ-115,Meoqui
05MRO-115,Minera Roble
05MRT-115,San Martin
05MSS-115,Masisa
05MTR-115,Motorola
05MTV-115,Monteverde
05MVI-400,Cuadro de Maniobras Villa Nueva
05NAI-115,Naica
05NCB-115,Nicolas Bravo
05NDD-115,Nombre de Dios
05NHO-115,Nuevo Holanda
05NID-115,Nuevo Ideal
05OAS-115,Oasis
05OCP-115,Ocampo
05OJI-115,Ojinaga
05OTV-115,Oriente XXI
05PAL-115,Palmarejo
