Fecha,Clave_del_nodo,pml_mean
8/1/2017,01AAN-85,1573.61
8/1/2017,01AAP-85,1494.930833333333
8/1/2017,01ACC-85,1482.784166666667
8/1/2017,01ACM-85,1481.3987500000003
8/1/2017,01ACN-85,1489.8891666666666
8/1/2017,01ACO-230,1467.30875
8/1/2017,01ACS-230,1464.1845833333334
8/1/2017,01AGU-230,1485.2545833333331
8/1/2017,01AGV-85,1499.5283333333334
8/1/2017,01AIN-115,1482.9329166666666
8/1/2017,01ALR-85,1483.3049999999996
8/1/2017,01AMO-85,1498.190833333333
8/1/2017,01ANL-85,1520.9654166666667
8/1/2017,01ANM-115,1456.7991666666667
8/1/2017,01ANS-85,1487.5804166666665
8/1/2017,01ANU-115,1494.1870833333335
8/1/2017,01ANU-69,1494.1870833333335
8/1/2017,01ARA-85,1483.8625
8/1/2017,01ARX-230,1456.4154166666667
8/1/2017,01ASK-230,1458.04875
8/1/2017,01ATE-230,1488.6500000000003
8/1/2017,01ATE-85,1487.239166666667
8/1/2017,01ATG-69,1393.04
8/1/2017,01ATI-230,1481.1458333333333
8/1/2017,01ATK-230,1481.0741666666665
8/1/2017,01ATM-115,1482.1712499999996
8/1/2017,01ATS-115,1380.5962500000003
8/1/2017,01ATU-115,1479.7987500000002
8/1/2017,01AUM-85,1483.9316666666664
8/1/2017,01AUO-115,1450.4595833333333
8/1/2017,01AUR-230,1478.3391666666666
8/1/2017,01AVA-115,1461.8779166666666
8/1/2017,01AVT-85,1488.5483333333334
8/1/2017,01AYO-230,1479.878333333333
8/1/2017,01AZC-230,1479.8066666666664
8/1/2017,01BAR-85,1489.7933333333333
8/1/2017,01BBR-115,1456.2483333333332
8/1/2017,01BBV-230,1480.9037500000002
8/1/2017,01BDK-85,1483.448333333333
8/1/2017,01CAH-85,1489.2104166666668
8/1/2017,01CAR-85,1485.3604166666667
8/1/2017,01CAY-115,1384.46
8/1/2017,01CCM-115,1474.6791666666668
8/1/2017,01CCZ-230,1454.5004166666668
8/1/2017,01CDS-85,1495.810833333333
8/1/2017,01CEA-85,1463.4787500000002
8/1/2017,01CEI-230,1479.7324999999998
8/1/2017,01CFD-230,1478.5258333333334
8/1/2017,01CFI-230,1478.412083333333
8/1/2017,01CFZ-85,1583.49125
8/1/2017,01CHA-85,1487.1179166666668
8/1/2017,01CHE-85,1489.8391666666666
8/1/2017,01CHN-230,1475.7212500000003
8/1/2017,01CJM-230,1483.7833333333338
8/1/2017,01CMC-230,1483.0883333333331
8/1/2017,01CMO-115,1494.9658333333334
8/1/2017,01CNA-69,1398.7058333333334
8/1/2017,01COA-230,1484.2358333333334
8/1/2017,01COM-115,1484.7083333333333
8/1/2017,01COY-230,1486.8054166666668
8/1/2017,01CPG-230,1471.996666666667
8/1/2017,01CPM-230,1480.6941666666664
8/1/2017,01CRG-230,1479.4516666666666
8/1/2017,01CRG-85,1476.3383333333331
8/1/2017,01CRM-85,1463.2008333333335
8/1/2017,01CRS-230,1484.770416666667
8/1/2017,01CRU-230,1480.8462500000003
8/1/2017,01CSN-115,1491.952083333333
8/1/2017,01CSR-115,1383.0454166666666
8/1/2017,01CTD-230,1484.7249999999997
8/1/2017,01CTG-230,1478.470416666667
8/1/2017,01CTT-85,1485.2266666666665
8/1/2017,01CVD-85,1485.4870833333334
8/1/2017,01CYO-85,1482.8508333333336
8/1/2017,01DAA-230,1486.8054166666668
8/1/2017,01DCA-85,1514.8312500000002
8/1/2017,01DCO-85,1485.6804166666668
8/1/2017,01DOG-115,1454.6333333333332
8/1/2017,01DVA-230,1470.539583333333
8/1/2017,01ECA-230,1478.3662499999998
8/1/2017,01ECB-115,1455.9454166666665
8/1/2017,01ECR-230,1492.5212499999998
8/1/2017,01EDB-115,1457.167916666667
8/1/2017,01ELG-115,1454.3137500000003
8/1/2017,01ENB-115,1459.5383333333336
8/1/2017,01ESB-115,1457.3620833333332
8/1/2017,01EST-230,1471.5729166666663
8/1/2017,01ETB-115,1456.2254166666664
8/1/2017,01EUB-115,1456.5616666666665
8/1/2017,01EVD-230,1471.8262499999998
8/1/2017,01FMC-85,1481.7575
8/1/2017,01FPG-115,1473.0579166666666
8/1/2017,01FRR-115,1495.6308333333334
8/1/2017,01GMC-85,1486.3283333333338
8/1/2017,01GMY-115,1382.7145833333332
8/1/2017,01GUA-85,1486.9070833333335
8/1/2017,01HTC-85,1486.8045833333329
8/1/2017,01HTM-115,1465.0708333333332
8/1/2017,01HTT-85,1483.39625
8/1/2017,01INM-85,1494.9379166666665
8/1/2017,01INN-85,1485.8570833333333
8/1/2017,01INS-85,1483.4191666666666
8/1/2017,01INU-115,1471.5204166666663
8/1/2017,01IRO-230,1458.04875
8/1/2017,01ISC-85,1475.1066666666673
8/1/2017,01ISO-115,1385.7545833333336
8/1/2017,01ITD-115,1475.8829166666667
8/1/2017,01IUN-115,1470.1016666666667
8/1/2017,01IXL-230,1478.92375
8/1/2017,01IXS-115,1471.2645833333336
8/1/2017,01IXT-115,1456.2483333333332
8/1/2017,01IZT-230,1482.6029166666667
8/1/2017,01JAM-85,1483.2675
8/1/2017,01JAS-85,1450.7483333333332
8/1/2017,01JCP-85,1496.150416666667
8/1/2017,01JDV-85,1483.7595833333332
8/1/2017,01JID-115,1443.4041666666665
8/1/2017,01JIL-115,1443.4395833333335
8/1/2017,01JJA-85,1474.8833333333334
8/1/2017,01JLC-230,1481.899166666667
8/1/2017,01JRB-230,1456.3966666666668
8/1/2017,01JUA-85,1573.5979166666666
8/1/2017,01KCR-230,1482.9820833333335
8/1/2017,01KDM-85,1487.1925
8/1/2017,01LAC-115,1460.1524999999995
8/1/2017,01LAP-230,1477.6170833333335
