Fecha,Clave_del_nodo,pml_mean
12/1/2019,01AAN-85,625.4629166666666
12/1/2019,01AAP-85,709.6162499999999
12/1/2019,01ACC-85,692.8270833333332
12/1/2019,01ACM-85,698.5220833333332
12/1/2019,01ACN-85,695.3308333333334
12/1/2019,01ACO-230,630.43375
12/1/2019,01ACS-230,613.1237500000001
12/1/2019,01AGU-230,707.0600000000001
12/1/2019,01AGV-85,670.3233333333334
12/1/2019,01AIN-115,699.7233333333334
12/1/2019,01ALR-85,699.0204166666667
12/1/2019,01AMO-85,710.5683333333333
12/1/2019,01ANL-85,600.9566666666667
12/1/2019,01ANM-115,700.665
12/1/2019,01ANS-85,676.3316666666668
12/1/2019,01ANU-115,719.1420833333335
12/1/2019,01ANU-69,719.1420833333335
12/1/2019,01ARA-85,665.7479166666666
12/1/2019,01ARX-230,585.7499999999999
12/1/2019,01ATE-230,706.8295833333333
12/1/2019,01ATE-85,707.3874999999999
12/1/2019,01ATG-69,654.4991666666668
12/1/2019,01ATI-230,709.1662499999999
12/1/2019,01ATK-230,663.6270833333334
12/1/2019,01ATM-115,713.8487500000001
12/1/2019,01ATS-115,650.3837500000001
12/1/2019,01ATU-115,698.4758333333333
12/1/2019,01AUM-85,692.0250000000001
12/1/2019,01AUO-115,594.8616666666668
12/1/2019,01AUR-230,660.2004166666666
12/1/2019,01AVA-115,703.4683333333334
12/1/2019,01AVT-85,707.7545833333334
12/1/2019,01AYO-230,659.0279166666667
12/1/2019,01AZC-230,707.4566666666668
12/1/2019,01BAR-85,695.3112500000001
12/1/2019,01BBR-115,703.2404166666665
12/1/2019,01BBV-230,708.6845833333333
12/1/2019,01BDK-85,699.0562499999997
12/1/2019,01CAH-85,695.5883333333335
12/1/2019,01CAR-85,691.8570833333333
12/1/2019,01CAY-115,652.0875
12/1/2019,01CCM-115,711.9475000000001
12/1/2019,01CCZ-230,575.215
12/1/2019,01CDS-230,706.8141666666669
12/1/2019,01CDS-85,686.5516666666667
12/1/2019,01CEA-85,583.2275
12/1/2019,01CEI-230,709.2558333333333
